otvoritev,barva,stevilo_iger,eco,datum,performance_rating,povprecen_rating,zmaga,remi,poraz,poteze 
"Sicilian Defense, McDonnell Attack, Tal Gambit",black,755,B21,2022-07-24,2252,2234,47.0,28.5,24.5,1.e4 c5 2.f4 d5 3.exd5 Nf6
"Sicilian Defense, Mengarini Variation",white,1599,B20,2022-07-16,2130,2128,38.9,17.4,43.6,1.e4 c5 2.a3
"Sicilian Defense, Misc. Defenses",white,144,B27,2022-05-19,2188,2078,56.9,20.1,22.9,1.e4 c5 2.Nf3
"Sicilian Defense, Modern Variations",white,781,B56,2022-06-26,2144,2103,40.9,23.3,35.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3
"Sicilian Defense, Modern Variations",black,13638,B50,2022-07-24,2120,2124,40.0,23.3,36.7,1.e4 c5 2.Nf3 d6
"Sicilian Defense, Modern Variations",white,2316,B54,2022-07-24,2039,2010,51.0,18.6,30.4,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4
"Sicilian Defense, Modern Variations, Anti-Qxd4 Move Order",black,766,B50,2022-05-21,2283,2304,38.6,27.8,33.5,1.e4 c5 2.Nf3 d6 3.d4 Nf6
"Sicilian Defense, Modern Variations, Anti-Qxd4 Move Order, Accepted",black,312,B50,2022-07-09,2233,2298,26.9,33.0,40.1,1.e4 c5 2.Nf3 d6 3.d4 Nf6 4.dxc5 Nxe4
"Sicilian Defense, Modern Variations, Main Line",black,968,B57,2022-07-24,2036,2031,49.7,21.5,28.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6
"Sicilian Defense, Modern Variations, Tartakower",white,431,B53,2022-07-04,1971,1953,39.2,18.8,42.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.c3
"Sicilian Defense, Morphy Gambit",white,313,B21,2022-07-01,2106,2054,41.5,15.3,43.1,1.e4 c5 2.d4 cxd4 3.Nf3
"Sicilian Defense, Morphy Gambit, Andreaschek Gambit",white,139,B21,2022-04-30,2115,2063,51.1,18.0,30.9,1.e4 c5 2.d4 cxd4 3.Nf3 e5 4.c3
"Sicilian Defense, Najdorf Variation",black,1359,B98,2022-07-25,2030,2047,31.5,19.1,49.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7
"Sicilian Defense, Najdorf Variation",black,3405,B95,2022-07-24,2187,2176,44.4,19.8,35.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6
"Sicilian Defense, Najdorf Variation",white,5674,B96,2022-07-29,2296,2265,37.9,25.1,37.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4
"Sicilian Defense, Najdorf Variation",black,22030,B90-99,2022-07-29,2182,2203,38.6,22.9,38.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6
"Sicilian Defense, Najdorf Variation",white,5930,B94,2022-07-26,2258,2219,37.7,21.5,40.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5
"Sicilian Defense, Najdorf Variation, Adams Attack",white,8013,B90,2022-07-25,2313,2287,41.9,24.6,33.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.h3
"Sicilian Defense, Najdorf Variation, Amsterdam Variation",white,6455,B93,2022-07-24,2332,2305,38.4,28.5,33.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.f4
"Sicilian Defense, Najdorf Variation, Browne Variation",black,671,B98,2022-06-28,2197,2232,35.2,22.2,42.6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 Qc7
"Sicilian Defense, Najdorf Variation, English Attack",white,19349,B90,2022-07-25,2290,2266,39.0,25.9,35.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3
"Sicilian Defense, Najdorf Variation, English Attack, Anti-English",black,2505,B90,2022-07-28,2291,2329,29.6,33.6,36.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be3 Ng4
"Sicilian Defense, Najdorf Variation, Freak Attack",white,697,B90,2022-07-28,2348,2298,44.0,26.1,29.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Rg1
"Sicilian Defense, Najdorf Variation, Goteborg (Argentine)",black,222,B98,2022-04-19,2260,2248,32.0,29.3,38.7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 h6 9.Bh4 g5
"Sicilian Defense, Najdorf Variation, Main Line",black,4571,B99,2022-07-28,2148,2187,31.7,22.0,46.3,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7 9.O-O-O Nbd7
"Sicilian Defense, Najdorf Variation, Neo-Classical Defense",black,732,B96,2022-07-10,2228,2259,33.1,29.0,38.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Nc6
"Sicilian Defense, Najdorf Variation, Opocensky Variation",white,8819,B92,2022-07-24,2196,2175,34.2,27.5,38.3,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2
"Sicilian Defense, Najdorf Variation, Opocensky Variation, Modern Line",black,1478,B92,2022-07-24,2159,2184,34.5,27.4,38.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.O-O Be6
"Sicilian Defense, Najdorf Variation, Opocensky Variation, Traditional Line",black,5798,B92,2022-07-22,2307,2325,33.6,34.9,31.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Be2 e5 7.Nb3 Be7 8.O-O O-O
"Sicilian Defense, Najdorf Variation, Poisoned Pawn Variation",black,2447,B97,2022-07-19,2288,2311,34.6,29.4,35.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6
"Sicilian Defense, Najdorf Variation, Poisoned Pawn, Accepted",black,1437,B97,2022-07-02,2314,2340,32.7,32.0,35.3,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Qb6 8.Qd2 Qxb2 9.Rb1 Qa3
"Sicilian Defense, Najdorf Variation, Polugayevsky  Variation",black,645,B96,2022-04-17,2266,2273,38.8,21.9,39.4,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5
"Sicilian Defense, Najdorf Variation, Polugayevsky  Variation, Simagin Line",white,248,B96,2022-01-11,2359,2315,46.8,18.1,35.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 b5 8.e5 dxe5 9.fxe5 Qc7 10.Qe2
"Sicilian Defense, Najdorf Variation, Scheveningen Variation",black,512,B84,2022-03-19,2268,2301,39.3,25.0,35.7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Nbd7
"Sicilian Defense, Najdorf Variation, Traditional Line",black,1013,B98,2022-06-24,2025,2073,30.5,18.9,50.6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.Bg5 e6 7.f4 Be7 8.Qf3 Qc7
"Sicilian Defense, Najdorf Variation, Zagreb (Fianchetto) Variation",white,5244,B91,2022-07-26,2316,2296,37.3,30.8,31.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 a6 6.g3
"Sicilian Defense, Nimzo-American Variation",black,401,B32,2022-04-19,2147,2157,31.7,29.4,38.9,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 d5
"Sicilian Defense, Nimzowitsch  Variation, Advance Variation",white,1680,B29,2022-07-12,2315,2280,41.2,28.3,30.5,1.e4 c5 2.Nf3 Nf6 3.e5
"Sicilian Defense, Nimzowitsch  Variation, Closed Variation",white,2373,B29,2022-07-31,2242,2212,36.8,28.1,35.2,1.e4 c5 2.Nf3 Nf6 3.Nc3
"Sicilian Defense, Nimzowitsch  Variation, Exchange Variation",black,647,B29,2022-05-26,2289,2355,30.6,26.7,42.7,1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 Nxc3
"Sicilian Defense, Nimzowitsch  Variation, Main Line",black,662,B29,2022-07-11,2294,2303,29.1,30.1,40.8,1.e4 c5 2.Nf3 Nf6 3.e5 Nd5 4.Nc3 e6 5.Nxd5 exd5 6.d4 Nc6
"Sicilian Defense, Nimzowitsch Variation, General",black,319,B29,2022-07-13,2224,2204,45.1,21.9,32.9,1.e4 c5 2.Nf3 Nf6
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack",white,21763,B30,2022-07-30,2323,2288,42.4,28.5,29.1,1.e4 c5 2.Nf3 Nc6 3.Bb5
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",black,21213,B31,2022-07-26,2223,2257,27.5,29.6,42.9,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit",white,396,B31,2022-07-08,2368,2317,52.3,24.2,23.5,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 e5 6.d4
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit",white,256,B31,2022-07-26,2348,2319,46.5,17.6,35.9,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 Nf6 6.d4
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack",white,201,B31,2022-07-02,2390,2373,43.3,33.8,22.9,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.c3 Nf6 6.Qa4
"Sicilian Defense, Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation",white,205,B31,2022-05-21,2356,2339,43.9,25.4,30.7,1.e4 c5 2.Nf3 Nc6 3.Bb5 g6 4.O-O Bg7 5.Re1 e5 6.b4
"Sicilian Defense, O'Kelly Variation",black,215,B28,2022-04-05,1951,1998,51.6,16.7,31.6,1.e4 c5 2.Nf3 a6
"Sicilian Defense, O'Kelly Variation, Kieseritzky System",white,130,B28,2022-06-12,2171,2177,36.9,22.3,40.8,1.e4 c5 2.Nf3 a6 3.b3
"Sicilian Defense, O'Kelly Variation, Maroczy Bind",white,752,B28,2022-06-26,2194,2142,45.7,23.1,31.1,1.e4 c5 2.Nf3 a6 3.c4
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Geller Line",black,330,B28,2022-07-29,2172,2210,32.1,25.4,42.4,1.e4 c5 2.Nf3 a6 3.c4 Nc6 4.d4 cxd4 5.Nxd4 e5
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Paulsen Line",black,1251,B28,2022-07-24,2210,2236,38.9,26.3,34.9,1.e4 c5 2.Nf3 a6 3.c4 e6
"Sicilian Defense, O'Kelly Variation, Maroczy Bind, Robatsch Line",black,646,B28,2022-07-28,2146,2194,35.1,26.8,38.1,1.e4 c5 2.Nf3 a6 3.c4 d6
"Sicilian Defense, O'Kelly Variation, Normal System",white,2427,B28,2022-07-24,1944,1924,26.8,19.1,54.1,1.e4 c5 2.Nf3 a6 3.d4
"Sicilian Defense, O'Kelly Variation, Normal System, Kan Line",black,2663,B28,2022-07-24,2078,2090,48.0,21.1,30.9,1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 e6
"Sicilian Defense, O'Kelly Variation, Normal System, Taimanov Line",black,475,B28,2022-07-26,1972,2030,46.7,21.1,32.2,1.e4 c5 2.Nf3 a6 3.d4 cxd4 4.Nxd4 e5
"Sicilian Defense, O'Kelly Variation, Quiet System",white,266,B28,2022-07-09,2123,2071,33.5,25.6,41.0,1.e4 c5 2.Nf3 a6 3.d3
"Sicilian Defense, O'Kelly Variation, Reti System",white,406,B28,2022-07-07,2216,2193,38.4,21.4,40.1,1.e4 c5 2.Nf3 a6 3.g3
"Sicilian Defense, O'Kelly Variation, Venice System",white,2527,B28,2022-07-15,2253,2204,40.7,28.2,31.1,1.e4 c5 2.Nf3 a6 3.c3
"Sicilian Defense, O'Kelly Variation, Venice System, Barcza Line",black,264,B28,2022-07-09,2128,2213,33.3,24.2,42.4,1.e4 c5 2.Nf3 a6 3.c3 Nf6
"Sicilian Defense, O'Kelly Variation, Venice System, Gambit line",black,142,B28,2022-04-15,2220,2254,28.2,28.2,43.7,1.e4 c5 2.Nf3 a6 3.c3 d5 4.exd5 Nf6
"Sicilian Defense, O'Kelly Variation, Venice System, Steiner Line",black,488,B28,2022-05-05,2094,2142,31.1,27.9,41.0,1.e4 c5 2.Nf3 a6 3.c3 d6
"Sicilian Defense, O'Kelly Variation, Yerevan System",white,1102,B28,2022-07-04,2186,2150,38.8,23.4,37.8,1.e4 c5 2.Nf3 a6 3.Nc3
"Sicilian Defense, Old Sicilian, General",black,20747,B30,2022-07-25,2147,2159,37.1,25.6,37.3,1.e4 c5 2.Nf3 Nc6
"Sicilian Defense, Old Sicilian, Normal",black,2935,B33,2022-07-24,2030,2068,37.3,20.9,41.8,1.e4 c5 2.Nf3 Nc6 3.d4 cxd4 4.Nxd4 Nf6
"Sicilian Defense, Old Sicilian, Open",white,2210,B32,2022-07-24,1990,1958,52.7,20.1,27.2,1.e4 c5 2.Nf3 Nc6 3.d4
"Sicilian Defense, Paulsen Variation",black,8524,B46,2022-07-20,2260,2307,30.3,31.4,38.2,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6
"Sicilian Defense, Paulsen Variation, American Attack",white,246,B45,2022-06-21,1999,2004,37.0,19.5,43.5,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Nf6 6.Ndb5 Bb4 7.Nd6+
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",white,7136,B48,2022-07-25,2341,2306,36.4,28.9,34.7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",black,16135,B47,2022-07-29,2302,2337,32.3,32.8,34.9,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7
"Sicilian Defense, Paulsen Variation, Bastrikov Variation",white,3223,B49,2022-07-24,2224,2195,31.7,30.2,38.1,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.Be2
"Sicilian Defense, Paulsen Variation, Bastrikov Variation, English Attack",white,114,B49,2022-04-19,2019,1945,32.5,22.8,44.7,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.f3
"Sicilian Defense, Paulsen Variation, Bastrikov Variation, English Attack",white,4402,B48,2022-07-27,2364,2330,39.0,28.1,32.9,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Be3 a6 7.Qd2
"Sicilian Defense, Paulsen Variation, Bastrikov Variation, Ponomariov Gambit",white,199,B48,2022-06-20,2246,2174,39.2,21.6,39.2,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 Qc7 6.Ndb5 Qb8 7.Be3 a6 8.Bb6
"Sicilian Defense, Paulsen Variation, General",black,5006,B44,2022-07-24,2096,2131,48.0,23.6,28.4,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6
"Sicilian Defense, Paulsen Variation, Modern Line",black,1069,B44,2022-05-06,2358,2381,32.7,35.4,31.9,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5 d6 6.c4 Nf6 7.N1c3 a6 8.Na3 Be7 9.Be2 O-O 10.O-O b6
"Sicilian Defense, Paulsen Variation, Normal Variation",white,2893,B45,2022-07-24,2332,2276,42.9,26.5,30.6,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3
"Sicilian Defense, Paulsen Variation, Szen Variation",white,3898,B44,2022-07-26,2290,2265,33.5,32.3,34.1,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nb5
"Sicilian Defense, Paulsen Variation, Taimanov Variation",black,486,B46,2020-09-24,2290,2359,26.3,33.3,40.3,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nc6 5.Nc3 a6 6.Be2 Nge7
"Sicilian Defense, Paulsen-Basman Defense",black,932,B40,2022-07-21,2106,2155,34.7,21.9,43.5,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Bc5
"Sicilian Defense, Pin Variation",black,825,B40,2022-07-24,1958,1984,45.1,18.6,36.4,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4
"Sicilian Defense, Pin Variation, Koch Variation",white,935,B40,2022-07-19,2295,2225,54.2,21.3,24.5,1.e4 c5 2.Nf3 e6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Bb4 6.e5
"Sicilian Defense, Prins Variation",white,4820,B54,2022-07-24,2254,2223,42.0,28.8,29.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.f3
"Sicilian Defense, Prins Variation, Venice Attack",white,795,B55,2022-07-02,2276,2218,41.0,28.1,30.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.f3 e5 6.Bb5+
"Sicilian Defense, Quinteros Variation",black,105,B27,2021-10-19,2154,2236,30.5,22.9,46.7,1.e4 c5 2.Nf3 Qc7
"Sicilian Defense, Richter-Rauzer Variation",white,513,B62,2022-07-18,2425,2401,43.1,28.5,28.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd3
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation",white,1731,B65,2022-07-14,2427,2380,36.7,38.8,24.4,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4 Nxd4 10.Qxd4
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation",black,2624,B63,2022-06-30,2278,2313,29.7,26.6,43.7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation",white,896,B64,2022-07-09,2423,2368,40.3,35.2,24.6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O O-O 9.f4
"Sicilian Defense, Richter-Rauzer Variation, Classical Variation, Kantscher Line",black,543,B66,2021-09-29,2374,2429,26.0,38.5,35.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Be7 8.O-O-O Nxd4 9.Qxd4 a6 10.f4 b5
"Sicilian Defense, Richter-Rauzer Variation, Dragon Variation",black,344,B60,2022-07-28,2283,2319,29.4,30.8,39.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 g6
"Sicilian Defense, Richter-Rauzer Variation, General",white,2502,B60,2022-07-23,2277,2242,38.5,24.9,36.6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5
"Sicilian Defense, Richter-Rauzer Variation, Ivanov Variation",black,728,B63,2022-06-10,2359,2398,29.9,36.1,33.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 Qb6
"Sicilian Defense, Richter-Rauzer Variation, Modern Variation",black,1011,B60,2022-07-16,2283,2329,31.6,28.4,40.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 Bd7
"Sicilian Defense, Richter-Rauzer Variation, Modern Variation",white,2269,B61,2022-07-25,2385,2329,39.5,31.5,29.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 Bd7 7.Qd2
"Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation",black,966,B68,2022-07-19,2280,2341,35.9,24.1,40.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7 9.f4 Be7
"Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation",black,6339,B67,2022-07-24,2326,2371,32.7,27.8,39.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7
"Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation, Early deviations",black,5137,B62,2022-07-18,2333,2371,31.8,31.3,36.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6
"Sicilian Defense, Richter-Rauzer Variation, Neo-Modern Variation, Nyezhmetdinov Attack",white,764,B69,2022-07-26,2451,2409,39.4,29.7,30.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2 a6 8.O-O-O Bd7 9.f4 Be7 10.Nf3 b5 11.Bxf6
"Sicilian Defense, Richter-Rauzer Variation, Traditional Variation",white,455,B63,2022-06-28,2337,2306,38.0,29.4,32.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Qd2
"Sicilian Defense, Richter-Rauzer Variation, Vitolins Variation",white,603,B62,2022-07-08,2319,2295,36.6,27.5,35.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 Nc6 6.Bg5 e6 7.Bb5
"Sicilian Defense, Scheveningen Variation",black,4243,B80,2022-07-24,2160,2188,38.6,24.0,37.4,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6
"Sicilian Defense, Scheveningen Variation, Classical Variation",black,1465,B84,2022-06-30,2270,2296,38.6,25.9,35.5,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Qc7
"Sicilian Defense, Scheveningen Variation, Classical Variation",black,8636,B84,2022-07-24,2206,2234,35.6,28.1,36.2,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6
"Sicilian Defense, Scheveningen Variation, Classical Variation, General",white,2484,B83,2022-07-14,2272,2252,33.6,32.1,34.3,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2
"Sicilian Defense, Scheveningen Variation, Classical Variation, Paulsen Variation",white,764,B85,2022-07-16,2389,2331,41.6,32.3,26.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Qc7 8.f4 Nc6 9.Be3
"Sicilian Defense, Scheveningen Variation, Classical Variation, Paulsen Variation",white,295,B85,2022-02-22,2378,2359,38.3,32.5,29.1,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 a6 7.O-O Qc7 8.f4 Nc6 9.Kh1 Be7 10.a4
"Sicilian Defense, Scheveningen Variation, Delayed Keres Attack",white,1401,B81,2022-07-14,2398,2343,46.0,24.6,29.4,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.g4
"Sicilian Defense, Scheveningen Variation, Delayed Keres Attack, Perenyi Gambit",white,212,B81,2021-11-26,2451,2400,46.7,23.6,29.7,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.g4 e5 8.Nf5 g6 9.g5
"Sicilian Defense, Scheveningen Variation, English Attack",white,858,B80,2022-06-28,2310,2267,41.7,22.4,35.9,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.Qd2
"Sicilian Defense, Scheveningen Variation, English Attack",white,6014,B80,2022-07-24,2248,2207,43.0,20.6,36.3,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be3 a6 7.f3
"Sicilian Defense, Scheveningen Variation, Fianchetto Variation",white,1563,B80,2022-07-26,2336,2315,34.4,33.9,31.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g3
"Sicilian Defense, Scheveningen Variation, Keres Attack",white,5856,B81,2022-07-01,2406,2340,47.3,27.1,25.6,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.g4
"Sicilian Defense, Scheveningen Variation, Matanovic Attack",white,1438,B82,2022-06-29,2408,2353,42.4,31.2,26.4,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.f4
"Sicilian Defense, Scheveningen Variation, Modern Variation",white,475,B83,2021-12-15,2394,2365,34.1,34.7,31.2,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Nc6 7.O-O Be7 8.Be3 O-O 9.f4 Bd7 10.Nb3
"Sicilian Defense, Scheveningen Variation, Modern Variation",white,2814,B83,2022-07-27,2342,2308,30.6,38.4,31.0,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Nc6 7.O-O Be7 8.Be3 O-O 9.f4
"Sicilian Defense, Scheveningen Variation, Modern Variation, General",black,1940,B83,2022-07-22,2245,2281,35.0,31.9,33.2,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.Be2 Nc6
"Sicilian Defense, Scheveningen Variation, Tal Variation",white,553,B82,2021-11-06,2461,2368,51.2,24.1,24.8,1.e4 c5 2.Nf3 d6 3.d4 cxd4 4.Nxd4 Nf6 5.Nc3 e6 6.f4 Nc6 7.Be3 Be7 8.Qf3
